line,character,dialogue,episode
359,HAN,Looks like somebody s beginning to take an interest in your handiwork.,IV
360,TROOPER,"All right, we ll check it out.",IV
361,HAN,Seventeen thousand!  Those guys must really be desperate.  This could really save my neck.  Get back to the ship and get her ready.,IV
362,BEN,You ll have to sell your speeder.,IV
363,LUKE,That s okay.  I m never coming back to this planet again.,IV
364,GREEDO,"Going somewhere, Solo?",IV
365,HAN,"Yes, Greedo.  As a matter of fact, I was just going to see your boss.  Tell Jabba that I ve got his money.",IV
366,GREEDO,"It s too late.  You should have paid him when you had the chance.  Jabba s put a price on your head, so large that every bounty hunter in the galaxy will be looking for you.  I m lucky I found you first.",IV
367,HAN,"Yeah, but this time I got the money.",IV
368,GREEDO,"If you give it to me, I might forget I found you.",IV
369,HAN,I don t have it with me.  Tell Jabba...,IV
370,GREEDO,Jabba s through with you.  He has no time for smugglers who drop their shipments at the first sign of an Imperial cruiser.,IV
371,HAN,Even I get boarded sometimes.  Do you think I had a choice?,IV
372,GREEDO,You can tell that to Jabba.  He may only take your ship.,IV
373,HAN,Over my dead body.,IV
374,GREEDO,That s the idea I ve been looking forward to killing you for a long time.,IV
375,HAN,"Yes, I ll bet you have.",IV
376,HAN,Sorry about the mess.,IV
377,VADER,Her resistance to the mind probe is considerable.  It will be some time before we can extract any information from her.,IV
378,IMPERIAL OFFICER,The final check-out is complete.  All systems are operational.  What course shall we set?,IV
379,TARKIN,Perhaps she would respond to an alternative form of persuasion.,IV
380,VADER,What do you mean?,IV
381,TARKIN,I think it is time we demonstrate the full power of this station.Set your course for Princess Leia s home planet of Alderaan.,IV
382,TROOPER,With pleasure.,IV
383,THREEPIO,"Lock the door, Artoo.",IV
384,TROOPER,"All right, check that side of the street.  It s secure.  Move on to the next door.",IV
385,THREEPIO,"I would much rather have gone with Master Luke than stay here with you.  I don t know what all this trouble is about, but I m sure it must be your fault.",IV
386,THREEPIO,You watch your language!,IV
387,LUKE,"He says it s the best he can do.  Since the XP-38 came out, they ",IV
388,BEN,It will be enough.,IV
389,BEN,"If the ship s as fast as he s boasting, we ought to do well.",IV
390,JABBA,"Come on out, Solo!",IV
391,HAN,"I ve been waiting for you, Jabba.",IV
392,JABBA,I expected you would be.,IV
393,HAN,I m not the type to run.,IV
394,JABBA,"Han, my boy, there are times when you disappoint me... why haven t you paid me?  And why did you have to fry poor Greedo like that... after all we ve been through together.",IV
395,HAN,You sent Greedo to blast me.,IV
396,JABBA,"Han, why you re the best smuggler in the business.  You re too valuable to fry.  He was only relaying my concern at your delays.  He wasn t going to blast you.",IV
397,HAN,"I think he thought he was.  Next time don t send one of those twerps.  If you ve got something to say to me, come see me yourself.",IV
398,JABBA,"Han, Han!  If only you hadn t had to dump that shipment of spice... you understand I just can t make an exception.  Where would I be if every pilot who smuggled for me dumped their shipment at the first sign of an Imperial starship?  It s not good business.",IV
399,HAN,"You know, even I get boarded sometimes, Jabba.  I had no choice, but I ve gota charter now and I can pay you back, plus a little extra.  I just need some more time.",IV
400,JABBA,"Put your blasters away.  Han, my boy, I m only doing this because you re the best and I need you.  So, for an extra, say... twenty percent I ll give you a little more time... but this is it.  If you disappoint me again, I ll put a price on your head so large you won t be able to go near a civilized system for the rest of your short life.",IV
401,HAN,"Jabba, I ll pay you because it s my pleasure.",IV
402,LUKE,What a piece of junk.,IV
403,HAN,"She ll make point five beyond the speed of light.  She may not look like much, but she s got it where it counts, kid.  I ve added some special modifications myself.",IV
404,HAN,"We re a little rushed, so if you ll hurry aboard we ll get out of here.",IV
405,THREEPIO,"Hello, sir.",IV
406,TROOPER,Which way?,IV
407,TROOPER,"All right, men.  Load your weapons!",IV
408,TROOPER,Stop that ship!,IV
409,TROOPER,Blast  em!,IV
410,HAN,"Chewie, get us out of here!",IV
411,THREEPIO,"Oh, my.  I d forgotten how much I hate space travel.",IV
412,HAN,It looks like an Imperial cruiser.  Our passengers must be hotter than I thought.  Try and hold them off.  Angle the deflector shield while I make the calculations for the jump to light speed.,IV
413,HAN,Stay sharp!  There are two more coming in; they re going to try to cut us off.,IV
414,LUKE,Why don t you outrun them?  I thought you said this thing was fast.,IV
415,HAN,"Watch your mouth, kid, or you re going to find yourself floating home.  We ll be safe enough once we make the jump to hyperspace.  Besides, I know a few maneuvers. We ll lose them!",IV
416,HAN,Here s where the fun begins!,IV
417,BEN,How long before you can make the jump to light speed?,IV
418,HAN,It ll take a few moments to get the coordinates from the navi-computer.,IV
419,LUKE,Are you kidding?  At the rate they re gaining...,IV
420,HAN,"Traveling through hyperspace isn t like dusting crops, boy!  Without precise calculations we could fly right through a star or bounce too close to a supernova and that d end your trip real quick, wouldn t it?",IV
421,LUKE,What s that flashing?,IV
422,HAN,"We re losing our deflector shield.  Go strap yourself in, I m going to make the jump to light speed.",IV
423,MOTTI,We ve entered the Alderaan system.,IV
424,LEIA,"Governor Tarkin, I should have expected to find you holding Vader s leash.  I recognized your foul stench when I was brought on board.",IV
425,TARKIN,Charming to the last.  You don t know how hard I found it signing the order to terminate your life!,IV
426,LEIA,to take the responsibility yourself!,IV
427,TARKIN,"Princess Leia, before your execution I would like you to be my guest at a ceremony that will make this battle station operational.  No star system will dare oppose the Emperor now.",IV
428,LEIA,"The more you tighten your grip, Tarkin, the more star systems will slip through your fingers.",IV
429,TARKIN,"Not after we demonstrate the power of this station.  In a way, you have determined the choice of the planet that ll be destroyed first.  Since you are reluctant to provide us with the location of the Rebel base, I have chosen to test this station s destructive power... on your home planet of Alderaan.",IV
430,LEIA,No!  Alderaan is peaceful.  We have no weapons.  You can t possibly...,IV
431,TARKIN,You would prefer another target?  A military target?  Then name the system!,IV
432,TARKIN,I grow tired of asking this.  So it ll be the last time.  Where is the Rebel base?,IV
433,LEIA,Dantooine.,IV
434,LEIA,They re on Dantooine.,IV
435,TARKIN,"There.  You see Lord Vader, she can be reasonable. Continue with the operation.  You may fire when ready.",IV
436,LEIA,What?,IV
437,TARKIN,You re far too trusting.  Dantooine is too remote to make an effective demonstration.  But don t worry.  We will deal with your Rebel friends soon enough. ,IV
438,LEIA,No!,IV
439,VADER,Commence primary ignition.,IV
440,LUKE,Are you all right?  What s wrong?,IV
441,BEN,I felt a great disturbance in the Force... as if millions of voices suddenly cried out in terror and were suddenly silenced.  I fear something terrible has happened.,IV
442,BEN,You d better get on with your exercises.,IV
443,HAN,"Well, you can forget your troubles with those Imperial slugs.  I told you I d outrun  em.",IV
444,HAN,Don t everyone thank me at once.,IV
445,HAN,"Anyway, we should be at Alderaan about oh-two-hundred hours.",IV
446,THREEPIO,"Now be careful, Artoo.",IV
447,THREEPIO,He made a fair move.  Screaming about it won t help you.,IV
448,HAN,Let him have it. It s not wise to upset a Wookiee.,IV
449,THREEPIO,"But sir, nobody worries about upsetting a droid.",IV
450,HAN,That s  cause droids don t pull people s arms out of their socket when they lose.  Wookiees are known to do that.,IV
451,THREEPIO,"I see your point, sir.  I suggest a new strategy, Artoo.  Let the Wookiee win.",IV
452,BEN,"Remember, a Jedi can feel the Force flowing through him.",IV
453,LUKE,You mean it controls your actions?,IV
454,BEN,Partially. But it also obeys your commands.,IV
455,HAN,"Hokey religions and ancient weapons are no match for a good blaster at your side, kid.",IV
456,LUKE,"You don t believe in the Force, do you?",IV
457,HAN,"Kid, I ve flown from one side of this galaxy to the other.  I ve seen a lot of strange stuff, but I ve never seen anything to make me believe there s one all-powerful force controlling everything.  There s no mystical energy field that controls my destiny.",IV
458,HAN,It s all a lot of simple tricks and nonsense.,IV
459,BEN,"I suggest you try it again, Luke.",IV
460,BEN,"This time, let go your conscious self and act on instinct.",IV
461,LUKE,"With the blast shield down, I can t even see.  How am I supposed to fight?",IV
462,BEN,Your eyes can deceive you.  Don t trust them.,IV
463,BEN,Stretch out with your feelings.,IV
464,BEN,"You see, you can do it.",IV
465,HAN,I call it luck. ,IV
466,BEN,"In my experience, there s no such thing as luck.",IV
467,HAN,"Look, going good against remotes is one thing.  Going good against the living?  That s something else.",IV
468,HAN,Looks like we re coming up on Alderaan.,IV
469,LUKE,"You know, I did feel something.  I could almost see the remote.",IV
470,BEN,That s good.  You have taken your first step into a larger world.,IV
471,TARKIN,Yes.,IV
472,OFFICER CASS,"Our scout ships have reached Dantooine.  They found the remains of a Rebel base, but they estimate that it has been deserted for some time.  They are now conducting an extensive search of the surrounding systems.",IV
473,TARKIN,She lied!  She lied to us!,IV
474,VADER,I told you she would never consciously betray the Rebellion.,IV
475,TARKIN,Terminate her... immediately!,IV
476,HAN,"Stand by, Chewie, here we go.  Cut in the sublight engines.",IV
477,HAN,"What the...?  Aw, we ve come out of hyperspace into a meteor shower.  Some kind of asteroid collision.  It s not on any of the charts.",IV
478,LUKE,What s going on?,IV
479,HAN,"Our position is correct, except... no, Alderaan!",IV
480,LUKE,What do you mean?  Where is it?,IV
481,HAN,"Thats what I m trying to tell you, kid.  It ain t there.  It s been totally blown away.",IV
482,LUKE,What?  How?,IV
483,BEN,Destroyed... by the Empire!,IV
484,HAN,The entire starfleet couldn t destroy the whole planet.  It d take a thousand ships with more fire power than I ve...,IV
485,HAN,There s another ship coming in.,IV
486,LUKE,Maybe they know what happened.,IV
487,BEN,It s an Imperial fighter.,IV
488,LUKE,It followed us!,IV
489,BEN,No.  It s a short range fighter.,IV
490,HAN,There aren t any bases around here.  Where did it come from?,IV
491,LUKE,"It sure is leaving in a big hurry.  If they identify us, we re in big trouble.",IV
492,HAN,Not if I can help it.  Chewie... jam it s transmissions.,IV
493,BEN,It d be as well to let it go.  It s too far out of range.,IV
494,HAN,Not for long...,IV
495,BEN,A fighter that size couldn t get this deep into space on its own.,IV
496,LUKE,"Then he must have gotten lost, been part of a convoy or something...",IV
497,HAN,"Well, he ain t going to be around long enough to tell anyone about us.",IV
498,LUKE,Look at him.  He s heading for that small moon.,IV
499,HAN,I think I can get him before he gets there... he s almost in range.,IV
500,BEN,That s no moon!  It s a space station.,IV
501,HAN,It s too big to be a space station.,IV
502,LUKE,I have a very bad feeling about this.,IV
503,BEN,Turn the ship around!,IV
504,HAN,"Yeah, I think your right.  Full reverse!  Chewie, lock in the auxiliary power.",IV
505,LUKE,Why are we still moving towards it?,IV
506,HAN,We re caught in a tractor beam!  It s pulling us in!,IV
507,LUKE,But there s gotta be something you can do!,IV
508,HAN,"There s nothin  I can do about it, kid.  I m in full power.  I m going to have to shut down.  But they re not going to get me without a fight!",IV
509,BEN,You can t win.  But there are alternatives to fighting.,IV
510,VOICE OVER DEATH STAR INTERCOM,Clear Bay twenty-three-seven.  We are opening the magnetic field.,IV
511,OFFICER,To your stations!,IV
512,OFFICER,Come with me.,IV
513,OFFICER,Close all outboard shields!  Close all outboard shields!,IV
514,TARKIN,Yes.,IV
515,VOICE,We ve captured a freighter entering the remains of the Alderaan system.  It s markings match those of a ship that blasted its way out of Mos Eisley.,IV
516,VADER,They must be trying to return the stolen plans to the princess.  She may yet be of some use to us.,IV
517,VOICE,Unlock one-five-seven and nine. Release charges.,IV
518,OFFICER,"There s no one on board, sir.  According to the log, the crew abandoned ship right after takeoff.  It must be a decoy, sir.  Several of the escape pods have been jettisoned.",IV
519,VADER,Did you find any droids?,IV
520,OFFICER,"No, sir.  If there were any on board, they must also have jettisoned.",IV
521,VADER,Send a scanning crew on board.  I want every part of this ship checked.,IV
522,OFFICER,"Yes, sir.",IV
523,VADER,I sense something... a presence I haven t felt since...,IV
524,OFFICER,Get me a scanning crew in here on the double.  I want every part of this ship checked!,IV
525,LUKE,"Boy, it s lucky you had these compartments.",IV
526,HAN,"I use them for smuggling.  I never thought I d be smuggling myself in them.  This is ridiculous.  Even if I could take off, I d never get past the tractor beam.",IV
527,BEN,Leave that to me!,IV
528,HAN,Damn fool. I knew that you were going to say that!,IV
529,BEN,Who s the more foolish... the fool or the fool who follows him?,IV
530,TROOPER,"The ship s all yours.  If the scanners pick up anything, report it immediately.  All right, let s go.",IV
531,HAN,"Hey down there, could you give us a hand with this?",IV
532,GANTRY OFFICER,"TX-four-one-two.  Why aren t you at your post?  TX-four-one-two, do you copy? ",IV
533,GANTRY OFFICER,Take over.  We ve got a bad transmitter.  I ll see what I can do.,IV
534,LUKE,"You know, between his howling and your blasting everything in sight, it s a wonder the whole station doesn t know we re here.",IV
535,HAN,Bring them on!  I prefer a straight fight to all this sneaking around.,IV
536,THREEPIO,"We found the computer outlet, sir.",IV
537,BEN,Plug in.  He should be able to interpret the entire Imperial computer network.,IV
538,THREEPIO,He says he s found the main control to the power beam that s holding the ship here.  He ll try to make the precise location appear on the monitor.,IV
539,THREEPIO,The tractor beam is coupled to the main reactor in seven locations.  A power loss at one of the terminals will allow the ship to leave.,IV
540,BEN,I don t think you boys can help.  I must go alone.,IV
541,HAN,Whatever you say.  I ve done more than I bargained for on this trip already.,IV
542,LUKE,I want to go with you.,IV
543,BEN,"Be patient, Luke.  Stay and watch over the droids.",IV
544,LUKE,But he can...,IV
545,BEN,They must be delivered safely or other star systems will suffer the same fate as Alderaan.  Your destiny lies along a different path from mine.  The Force will be with you... always!,IV
546,HAN,"Boy you said it, Chewie.",IV
547,HAN,Where did you dig up that old fossil?,IV
548,LUKE,Ben is a great man.,IV
549,HAN,"Yeah, great at getting us into trouble.",IV
550,LUKE,I didn t hear you give any ideas...,IV
551,HAN,"Well, anything would be better than just hanging around waiting for them to pick us up...",IV
552,LUKE,Who do you think...,IV
553,LUKE,What is it?,IV
554,THREEPIO,"I m afraid I m not quite sure, sir. He says \ I found her,\  and keepsrepeating, \ She s here.\ ",IV
555,LUKE,"Well, who... who has he found?",IV
556,THREEPIO,Princess Leia.,IV
557,LUKE,The princess?  She s here?,IV
558,HAN,Princess?,IV
559,LUKE,Where... where is she?,IV
560,HAN,Princess?  What s going on?,IV
561,THREEPIO,Level five. Detention block AA-twenty-three.  I m afraid she s scheduled to be terminated.,IV
562,LUKE,"Oh, no!  We ve got to do something.",IV
563,HAN,What are you talking about?,IV
564,LUKE,The droid belongs to her.  She s the one in the message.  We ve got to help her.,IV
565,HAN,"Now, look, don t get any funny ideas.  The old man wants us to wait right here.",IV
566,LUKE,"But he didn t know she was here.  Look, will you just find a way back into the detention block?",IV
567,HAN,I m not going anywhere.,IV
568,LUKE,"They re going to execute her.  Look, a few minutes ago you said you didn t want to just wait here to be captured.  Now all you want to do is stay. ",IV
569,HAN,Marching into the detention area is not what I had in mind.,IV
570,LUKE,But they re going to kill her!,IV
571,HAN,Better her than me...,IV
572,LUKE,She s rich.,IV
573,HAN,Rich?,IV
574,LUKE,"Yes.  Rich, powerful!  Listen, if you were to rescue her, the reward would be...",IV
575,HAN,What?,IV
576,LUKE,Well more wealth that you can imagine.,IV
577,HAN,"I don t know, I can imagine quite a bit!",IV
578,LUKE,You ll get it!,IV
579,HAN,I better!,IV
580,LUKE,You will...,IV
581,HAN,"All right, kid.  But you d better be right about this!",IV
582,LUKE,All right.,IV
583,HAN,What s your plan?,IV
584,LUKE,"Uh... Threepio, hand me those binders there will you?",IV
585,LUKE,"Okay.  Now, I m going to put these on you.",IV
586,LUKE,"Okay.  Han, you put these on.",IV
587,HAN,"Don t worry, Chewie.  I think I know what he has in mind.",IV
588,THREEPIO,"Master Luke, sir!  Pardon me for asking... but, ah... what should Artoo and I do if we re discovered here?",IV
589,LUKE,Lock the door!,IV
590,HAN,And hope they don t have blasters.,IV
591,THREEPIO,That isn t very reassuring.,IV
592,LUKE,I can t see a thing in this helmet.,IV
593,HAN,This is not going to work.,IV
594,LUKE,Why didn t you say so before?,IV
595,HAN,I did say so before!,IV
596,OFFICER,Where are you taking this... thing?,IV
597,LUKE,Prisoner transfer from Block one-one-three-eight.,IV
598,OFFICER,I wasn t notified.  I ll have to clear it.,IV
599,HAN,Look out!  He s loose!,IV
600,LUKE,He s going to pull us all apart.,IV
601,HAN,Go get him!,IV
602,HAN,We ve got to find out which cell this princess of yours is in.  Here it is... cell twenty-one-eight-seven.  You go get her.  I ll hold them here.,IV
603,HAN,Everything is under control.  Situation normal.,IV
604,INTERCOM VOICE,What happened?,IV
605,HAN,"Uh... had a slight weapons malfunction.  But, uh, everything s perfectly all right now.  We re fine.  We re all fine here, now, thank you.  How are you?",IV
606,INTERCOM VOICE,We re sending a squad up.,IV
607,HAN,"Uh, uh, negative, negative.  We had a reactor leak here now.  Give us a few minutes to lock it down.  Large leak... very dangerous.",IV
608,INTERCOM VOICE,Who is this?  What s your operating number?,IV
609,HAN,Boring conversation anyway.Luke!  We re going to have company!,IV
610,LEIA,Aren t you a little short for a stormtrooper?,IV
611,LUKE,What?  Oh... the uniform.  I m Luke Skywalker.  I m here to rescue you. ,IV
612,LEIA,You re who?,IV
613,LUKE,I m here to rescue you.  I ve got your R2 unit.  I m here with Ben Kenobi.,IV
614,LEIA,Ben Kenobi is here!  Where is he?,IV
615,LUKE,Come on!,IV
616,VADER,He is here...,IV
617,TARKIN,Obi-Wan Kenobi!  What makes you think so?,IV
618,VADER,A tremor in the Force.  The last time I felt it was in the presence of my old master.,IV
619,TARKIN,Surely he must be dead by now.,IV
620,VADER,Don t underestimate the Force.,IV
621,TARKIN,"The Jedi are extinct, their fire has gone out of the universe.  You, my friend, are all that s left of their religion.",IV
622,TARKIN,Yes.,IV
623,INTERCOM VOICE,"Governor Tarkin, we have an emergency alert in detention block AA-twenty-three.",IV
624,TARKIN,The princess!  Put all sections on alert!,IV
625,VADER,Obi-Wan is here.  The Force is with him.,IV
626,TARKIN,"If you re right, he must not be allowed to escape.",IV
627,VADER,Escape may not his plan.  I must face him alone.,IV
628,HAN,Chewie!,IV
629,HAN,Get behind me!  Get behind me!,IV
630,HAN,Can t get out that way.,IV
631,LEIA,Looks like you managed to cut off our only escape route.,IV
632,HAN,"Maybe you d like it back in your cell, Your Highness.",IV
633,LUKE,See-Threepio!  See-Threepio!,IV
634,THREEPIO,Yes sir?,IV
635,LUKE,We ve been cut off!  Are there any other ways out of the cell bay?...What was that?  I didn t copy!,IV
636,THREEPIO,"I said, all systems have been alerted to your presence, sir.  The main entrance seems to be the only way out; all other information on your level is restricted.",IV
637,TROOPER VOICE,Open up in there!,IV
638,THREEPIO,"Oh, no!",IV
639,LUKE,There isn t any other way out.,IV
640,HAN,I can t hold them off forever!  Now what?,IV
641,LEIA,"This is some rescue.  When you came in here, didn t you have a plan for getting out?",IV
642,HAN,"He s the brains, sweetheart.",IV
643,LUKE,"Well, I didn t...",IV
644,HAN,What the hell are you doing?,IV
645,LEIA,"Somebody has to save our skins.  Into the garbage chute, wise guy.",IV
646,HAN,Get in there you big furry oaf!  I don t care what you smell!  Get in there and don t worry about it.,IV
647,HAN,Wonderful girl!  Either I m going to kill her or I m beginning to like her.  Get in there!,IV
648,HAN,Oh!  The garbage chute was a really wonderful idea.  What an incredible smell you ve discovered!  Let s get out of here!  Get away from there...,IV
649,LUKE,No!  wait!,IV
650,LUKE,Will you forget it?  I already tried it.  It s magnetically sealed!,IV
651,LEIA,Put that thing away!  You re going to get us all killed.,IV
652,HAN,"Absolutely, Your Worship.  Look, I had everything under control until you led us down here.  You know, it s not going to take them long to figure out what happened to us.",IV
653,LEIA,It could be worse...,IV
654,HAN,It s worse.,IV
655,LUKE,There s something alive in here!,IV
656,HAN,That s your imagination.,IV
657,LUKE,Something just moves past my leg!  Look!  Did you see that?,IV
658,HAN,What?,IV
659,LUKE,Help!,IV
660,HAN,Luke!  Luke!  Luke!,IV
661,LEIA,Luke!,IV
662,LEIA,"Luke, Luke, grab a hold of this.",IV
663,LUKE,"Blast it, will you!  My gun s jammed.",IV
664,HAN,Where?,IV
665,LUKE,Anywhere!  Oh!!,IV
666,HAN,Luke!  Luke!,IV
667,LEIA,Grab him!,IV
668,LEIA,What happened?,IV
669,LUKE,"I don t know, it just let go of me and disappeared...",IV
670,HAN,I ve got a very bad feeling about this.,IV
671,LUKE,The walls are moving!,IV
672,LEIA,Don t just stand there.  Try and brace it with something.,IV
673,LUKE,Wait a minute!,IV
674,LUKE,Threepio!  Come in Threepio!  Threepio!  Where could he be?,IV
675,FIRST TROOPER,Take over!See to him!  Look there!,IV
676,THREEPIO,"They re madmen!  They re heading for the prison level.  If you hurry, you might catch them.",IV
677,FIRST OFFICER,Follow me!  You stand guard.,IV
678,THREEPIO,Come on!,IV
679,THREEPIO,"Oh!  All this excitement has overrun the circuits of my counterpart here.  If you don t mind, I d like to take him down to maintenance.",IV
680,TROOPER,All right.,IV
681,LUKE,"Threepio!  Come in, Threepio!  Threepio!",IV
682,HAN,Get to the top!,IV
683,LEIA,I can t ,IV
684,LUKE,"Where could he be?  Threepio!  Threepio, will you come in?",IV
685,THREEPIO,They aren t here!  Something must have happened to them.  See if they ve been captured.,IV
686,THREEPIO,Hurry!,IV
687,HAN,One thing s for sure.  We re all going to be a lot thinner!Get on top of it!,IV
688,LEIA,I m trying!,IV
689,THREEPIO,"Thank goodness, they haven t found them!  Where could they be?",IV
690,THREEPIO,"Use the comlink?  Oh, my!  I forgot I turned it off!",IV
691,THREEPIO,"Are you there, sir?",IV
692,LUKE,Threepio!,IV
693,THREEPIO,We ve had some problems...,IV
694,LUKE,"Shut down all the garbage mashers on the detention level, will you?  Do you copy?",IV
695,LUKE,Shut down all the garbage mashers on the detention level.,IV
696,LUKE,Shut down all the garbage mashers on the detention level.,IV
697,THREEPIO,No.  Shut them all down!  Hurry!,IV
698,THREEPIO,"Listen to them!  They re dying, Artoo!  Curse my metal body!  I wasn t fast enough.  It s all my fault!  My poor master!",IV
699,LUKE,"Threepio, we re all right!",IV
700,LUKE,We re all right.  You did great.,IV
701,LUKE,"Hey... hey, open the pressure maintenance hatch on unit number... where are we?",IV
702,HAN,Three-two-six-eight-two-seven.,IV
703,HAN,"If we can just avoid any more female advice, we ought to be able to get out of here.",IV
704,LUKE,"Well, let s get moving!",IV
705,HAN,Where are you going?,IV
706,LEIA,"No, wait.  They ll hear!",IV
707,HAN,"Come here, you big coward!",IV
708,HAN,Chewie!  Come here!,IV
709,LEIA,"Listen. I don t know who you are, or where you came from, but from now on, you do as I tell you.  Okay?",IV
710,HAN,"Look, Your Worshipfulness, let s get one thing straight!  I takeorders from one person!  Me!",IV
711,LEIA,It s a wonder you re still alive.Will somebody get this big walking carpet out of my way?,IV
712,HAN,No reward is worth this.,IV
713,OFFICER,Secure this area until the alert is canceled.,IV
714,FIRST TROOPER,Give me regular reports.,IV
715,FIRST TROOPER,Do you know what s going on?,IV
716,SECOND TROOPER,Maybe it s another drill.,IV
717,SECOND TROOPER,What was that?,IV
718,FIRST TROOPER,"Oh, it s nothing.  Don t worry about it.",IV
719,HAN,There she is.,IV
720,LUKE,"See-Threepio, do you copy?",IV
721,THREEPIO,"For the moment.  Uh, we re in the main hangar across from the ship.",IV
722,LUKE,We re right above you.  Stand by.,IV
723,LEIA,You came in that thing?  You re braver that I thought.,IV
724,HAN,Nice!  Come on!,IV
725,FIRST TROOPER,It s them!  Blast them!,IV
726,HAN,Get back to the ship!,IV
727,LUKE,Where are you going?  Come back!,IV
728,LEIA,He certainly has courage.,IV
729,LUKE,What good will it do us if he gets himself killed?  Come on!,IV
730,LUKE,I think we took a wrong turn.,IV
731,LEIA,There s no lock!,IV
732,LUKE,That oughta hold it for a while.,IV
733,LEIA,"Quick, we ve got to get across.  Find the control that extends the bridge.",IV
734,LUKE,"Oh, I think I just blasted it.",IV
735,LEIA,They re coming through!,IV
736,LUKE,"Here, hold this.",IV
737,LEIA,Here they come!,IV
738,LEIA,For luck!,IV
739,THREEPIO,Where could they be?,IV
740,TROOPER,Close the blast doors!,IV
741,TROOPER,Open the blast doors!  Open the blast doors!,IV
742,VADER,"I ve been waiting for you, Obi-Wan.  We meet again, at last.  The circle is now complete.",IV
743,VADER,"When I left you, I was but the learner; now I am the master.",IV
744,BEN,"Only a master of evil, Darth.",IV
745,VADER,"Your powers are weak, old man.",IV
746,BEN,"You can t win, Darth.  If you strike me down, I shall become more powerful than you can possibly imagine.",IV
747,HAN,Didn t we just leave this party?,IV
748,HAN,What kept you?,IV
749,LEIA,We ran into some old friends.,IV
750,LUKE,Is the ship all right?,IV
751,HAN,"Seems okay, if we can get to it.Just hope the old man got the tractor beam out of commission.",IV
752,LUKE,Look!,IV
753,THREEPIO,"Come on, Artoo, we re going!",IV
754,HAN,Now s our chance!  Go!,IV
755,LUKE,No!,IV
756,HAN,Come on!,IV
757,LEIA,"Come on!  Luke, its too late!",IV
758,HAN,Blast the door!  Kid!,IV
759,BEN,"Run, Luke!  Run!",IV
760,HAN,"I hope the old man got that tractor beam out if commission, or this is going to be a real short trip.  Okay, hit it!",IV
761,HAN,We re coming up on the sentry ships.  Hold  em off!  Angle the deflector shields while I charge up the main guns!,IV
762,LUKE,I can t believe he s gone.,IV
763,LEIA,There wasn t anything you could have done.,IV
764,HAN,"Come on, buddy, we re not out of this yet!",IV
765,HAN,"You in, kid?  Okay, stay sharp!",IV
766,LEIA,Here they come!,IV
767,LUKE,They re coming in too fast!,IV
768,THREEPIO,Oooh!,IV
769,LEIA,We ve lost lateral controls.,IV
770,HAN,"Don t worry, she ll hold together.",IV
771,HAN,"You hear me, baby?  Hold together!",IV
772,LUKE,Got him!  I got him!,IV
773,HAN,Great kid!  Don t get cocky.,IV
774,LEIA,There are still two more of them out there!,IV
775,LUKE,That s it!  We did it!,IV
776,LEIA,We did it!,IV
777,THREEPIO,Help!  I think I m melting!This is all your fault.,IV
778,TARKIN,Are they away?,IV
779,VADER,They have just made the jump into hyperspace.,IV
780,TARKIN,"You re sure the homing beacon is secure aboard their ship?  I m taking an awful risk, Vader.  This had better work.",IV
781,HAN,"Not a bad bit of rescuing, huh?  You know, sometimes I even amaze myself.",IV
782,LEIA,"That doesn t sound too hard.  Besides, they let us go.  It s the only explanation for the ease of our escape.",IV
783,HAN,Easy... you call that easy?,IV
784,LEIA,Their tracking us!,IV
785,HAN,"Not this ship, sister.",IV
786,LEIA,At least the information in Artoo is still intact.,IV
787,HAN,What s so important?  What s he carrying?,IV
788,LEIA,"The technical readouts of that battle station.  I only hope that when the data is analyzed, a weakness can be found.  It s not over yet!",IV
789,HAN,"It is for me, sister!  Look, I ain t in this for your revolution, and I m not in it for you, Princess.  I expect to be well paid.  I m in it for the money!",IV
790,LEIA,"You needn t worry about your reward.  If money is all that you love, then that s what you ll receive!",IV
791,LEIA,Your friend is quite a mercenary.  I wonder if he really cares about anything... or anyone.,IV
792,LUKE,I care!,IV
793,LUKE,"So... what do you think of her, Han?",IV
794,HAN,"I m trying not to, kid!",IV
795,LUKE,Good...,IV
796,HAN,"Still, she s got a lot of spirit.  I don t know, what do you think?  Do you think a princess and a guy like me...",IV
797,LUKE,No!,IV
798,WILLARD,You re safe!  We had feared the worst.,IV
799,WILLARD,"When we heard about Alderaan, we were afraid that you were... lost along with your father.",IV
800,LEIA,"We don t have time for our sorrows, commander.  The battle station has surely tracked us here.It s the only explanation for the ease of our escape.  You must use the information in this R2 unit to plan the attack.  It is our only hope.",IV
801,TARKIN,Yes.,IV
802,DEATH STAR INTERCOM VOICE,We are approaching the planet Yavin.  The Rebel base is on a moon on the far side.  We are preparing to orbit the planet.,IV
803,DODONNA,The battle station is heavily shielded and carries a firepower greater than half the star fleet.Its defenses are designed around a direct large-scale assault.  A small one-man fighter should be able to penetrate the outer defense.,IV
804,GOLD LEADER,"Pardon me for asking, sir, but what good are snub fighters going to be against that?",IV
805,DODONNA,"Well, the Empire doesn t consider a small one-man fighter to be any threat, or they d have a tighter defense.  An analysis of the plans provided by Princess Leia has demonstrated a weakness in the battle station.",IV
806,DODONNA,"The approach will not be easy.  You are required to maneuver straight down this trench and skim the surface to this point.  The target area is only two meters wide.  It s a small thermal exhaust port, right below the main port.  The shaft leads directly to the reactor system.  A precise hit will start a chain reaction which should destroy the station.",IV
