line,character,dialogue,episode
480,YODA,"Run! Yes. A Jedi s strength flows from the Force. But beware of  the dark side. Anger...fear...aggression. The dark side of the Force are they. Easily they flow, quick to join you in a fight. If once you start down the dark path, forever will it dominate your destiny, consume you it will, as it did Obi-Wan s apprentice.",V
481,LUKE,Vader. Is the dark side stronger?,V
482,YODA,"No...no...no. Quicker, easier, more seductive.",V
483,LUKE,But how am I to know the good side from the bad?,V
484,YODA,"You will know. When you are calm, at peace. Passive. A Jedi uses  the Force for knowledge and defense, never for attack.",V
485,LUKE,But tell me why I can t...,V
486,YODA,"No, no, there is no why. Nothing more will I  teach you today. Clear your mind of questions. Mmm. Mmmmmm.",V
487,LUKE,There s something not right here.,V
488,LUKE,"I feel cold, death.",V
489,YODA,That place...is strong with the dark side of the Force. A domain  of evil it is. In you must go.,V
490,LUKE,What s in there?,V
491,YODA,Only what you take with you.,V
492,YODA,Your weapons...you will not need them.,V
493,PIETT,Bounty hunters. We don t need that scum.,V
494,FIRST CONTROLLER,"Yes, sir.",V
495,PIETT,Those Rebels won t escape us.,V
496,SECOND CONTROLLER,"Sir, we have a priority signal from the Star  Destroyer Avenger.",V
497,PIETT,Right.,V
498,VADER,"...there will be a substantial reward for the one who finds  the Millennium Falcon. You are free to use any methods necessary, but I want them alive. No disintegrations.",V
499,BOBA FETT,As you wish.,V
500,PIETT,"Lord Vader! My lord, we have them.",V
501,THREEPIO,"Oh, thank goodness we re coming out of the asteroid field.",V
502,HAN,Let s get out of here. Ready for light-speed? One...two...three!,V
503,HAN,It s not fair!,V
504,HAN,The transfer circuits are working. It s not my fault!,V
505,LEIA,No light-speed?,V
506,HAN,It s not my fault.,V
507,THREEPIO,"Sir, we just lost the main rear deflector shield. One more  direct hit on the back quarter and we re done for.",V
508,HAN,Turn her around.,V
509,HAN,I said turn her around! I m going to put all power in the front  shield.,V
510,LEIA,You re going to attack them?!,V
511,THREEPIO,"Sir, the odds of surviving a direct assault on an Imperial  Star Destroyer...",V
512,LEIA,Shut up!,V
513,NEEDA,They re moving to attack position. Shields up!,V
514,NEEDA,"Track them,. They may come around for another pass.",V
515,TRACKING OFFICER,"Captain Needa, the ship no longer appears on our  scopes.",V
516,NEEDA,They can t have disappeared. No ship that small has a cloaking  device.,V
517,TRACKING OFFICER,"Well, there s no trace of them, sir.",V
518,COMMUNICATIONS OFFICER,"Captain, Lord Vader demands an update on the  pursuit.",V
519,NEEDA,"Get a shuttle ready. I shall assume full  responsibility for losing them, and apologize to Lord Vader. Meanwhile, continue to scan the area.",V
520,COMMUNICATIONS OFFICER,"Yes, Captain Needa.",V
521,YODA,Use the Force. Yes...,V
522,YODA,Now...the stone. Feel it.,V
523,YODA,Concentrate!,V
524,LUKE,"Oh, no. We ll never get it out now.",V
525,YODA,So certain are you. Always with you it cannot be done. Hear you  nothing that I say?,V
526,LUKE,"Master, moving stones around is one thing. This is totally  different.",V
527,YODA,No! No different! Only different in your mind. You must unlearn  what you have learned.,V
528,LUKE,"All right, I ll give it a try.",V
529,YODA,No! Try not. Do. Or do not. There is no try.,V
530,LUKE,I can t. It s too big.,V
531,YODA,"Size matters not. Look at me. Judge me by my size, do you? Hm?  Mmmm.",V
532,YODA,"And well you should not. For my ally in the Force. And a  powerful ally it is. Life creates it, makes it grow. It s energy surrounds us and binds us. Luminous beings are we......not this crude matter.  You must feel the Force around you.  Here, between you...me...the tree...the rock...everywhere! Yes, even between this land and that ship!",V
533,LUKE,You want the impossible.,V
534,LUKE,I don t...I don t believe it.,V
535,YODA,That is why you fail.,V
536,VADER,"Apology accepted, Captain Needa.",V
537,PIETT,"Lord Vader, our ships have completed their scan of the area and  found nothing. If the Millennium Falcon went into light-speed, it ll be on the other side of the galaxy by now.",V
538,VADER,Alert all commands. Calculate every possible destination along  their last know trajectory.,V
539,PIETT,"Yes, my lord. We ll find them.",V
540,VADER,"Don t fail me again, Admiral.",V
541,PIETT,Alert all commands. Deploy the fleet.,V
542,THREEPIO,"Captain Solo, this time you have gone too far.  No, I will not be quiet, Chewbacca. Why doesn t anyone listen to me?",V
543,HAN,The fleet is beginning to break up. Go back and stand  by the manual release for the landing claw.,V
544,THREEPIO,I really don t see how thats going to help. Surrender is a  perfectly acceptable alternative in extreme circumstances. The Empire may be gracious enough...,V
545,HAN,Thank you.,V
546,LEIA,What did you have in mind for your next move?,V
547,HAN,"Well, if they follow standard Imperial procedure, they ll dump  their garbage before they go to light-speed, then we just float away.",V
548,LEIA,With the rest of the garbage. Then what?,V
549,HAN,Then we ve got to find a safe port somewhere around here. Got any  ideas?,V
550,LEIA,No. Where are we?,V
551,HAN,The Anoat system.,V
552,LEIA,Anoat system. There s not much there.,V
553,HAN,"No. Well, wait. This is interesting. Lando.",V
554,LEIA,Lando system?,V
555,HAN,"Lando s not a system, he s a man. Lando Calrissian. He s a card  player, gambler, scoundrel. You d like him.",V
556,LEIA,Thanks.,V
557,HAN,"Bespin. It s pretty far, but I think we can make it.",V
558,LEIA,A mining colony?,V
559,HAN,"Yeah, a Tibanna gas mine. Lando conned somebody out of it. We go  back a long way, Lando and me.",V
560,LEIA,Can you trust him?,V
561,HAN,"No. But he has no love for the Empire, I can tell you that.",V
562,HAN,"Here we go, Chewie. Stand by. Detach!",V
563,LEIA,"You do have your moments. Not many, but you have them.",V
564,YODA,"Concentrate...feel the Force flow. Yes. Good. Calm, yes. Through  the Force, things you will see. Other places. The future...the past. Old friends long gone.",V
565,LUKE,Han! Leia!,V
566,YODA,"Hmm. Control, control. You must learn control.",V
567,LUKE,I saw...I saw a city in the clouds.,V
568,YODA,Mmm. Friends you have there.,V
569,LUKE,They were in pain.,V
570,YODA,It is the future you see.,V
571,LUKE,Future? Will they die?,V
572,YODA,Difficult to see. Always in motion is the future.,V
573,LUKE,I ve got to go to them.,V
574,YODA,"Decide you must how to serve them best. If you leave now, help  them you could. But you would destroy all for which they have fought and suffered.",V
575,HAN,"No, I don t have a landing permit. I m trying  to reach Lando Calrissian.",V
576,HAN,Whoa! Wait a minute! Let me explain.,V
577,INTERCOM VOICE,You will not deviate from your present course.,V
578,THREEPIO,"Rather touchy, aren t they?",V
579,LEIA,I thought you knew this person.,V
580,HAN,"Well, that was a long time ago. I m sure he s  forgotten about that.",V
581,INTERCOM VOICE,Permission granted to land on Platform  Three-two-seven.,V
582,HAN,Thank you.,V
583,HAN,"There s nothing to worry about. We go way back, Lando and me.",V
584,LEIA,Who s worried?,V
585,THREEPIO,Oh. No one to meet us.,V
586,LEIA,I don t like this.,V
587,HAN,"Well, what would you like?",V
588,THREEPIO,"Well, they did let us land.",V
589,HAN,"Look, don t worry. Everything s going to be fine. Trust me.",V
590,HAN,"See? My friend.  Keep your eyes open, okay?",V
591,LANDO,"Why, you slimy, double-crossing, no-good swindler! You ve got a  lot of guts coming here, after what you pulled.",V
592,LANDO,"How you doing, you old pirate? So good to see you! I  never thought I d catch up with you again. Where you been?",V
593,THREEPIO,"Well, he seems very friendly.",V
594,LEIA,Yes...very friendly.,V
595,LANDO,What are you doing here?,V
596,HAN,Ahh...repairs. I thought you could  help me out.,V
597,LANDO,What have you done to my ship?,V
598,HAN,"Your ship? Hey, remember, you lost her to me fair and square.",V
599,LANDO,Hello. What have we here? Welcome. I m Lando Calrissian. I m  the administrator of this facility. and who might you be?,V
600,LEIA,Leia.,V
601,LANDO,"Welcome, Leia.",V
602,HAN,"All right, all right, you old smoothie.",V
603,THREEPIO,"Hello, sir. I am See-Threepio, human-cyborg relations. My  facilities are at your...",V
604,THREEPIO,"Well, really!",V
605,LANDO,What s wrong with the Falcon?,V
606,HAN,Hyperdrive.,V
607,LANDO,I ll get my people to work on it.,V
608,HAN,Good.,V
609,LANDO,"You know, that ship saved my life quite a few times. She s the  fastest hunk of junk in the galaxy.",V
610,HAN,How s the gas mine? Is it paying off for you?,V
611,LANDO,"Oh, not as well as I d like. We re a small outpost and not very  self-sufficient. And I ve had supply problems of every kind. I ve had labor difficulties... What s so funny?",V
612,HAN,"You. Listen to you -- you sound like a businessman, a responsible  leader. Who d have thought that, huh?",V
613,LANDO,"You know, seeing you sure brings back a few things.",V
614,HAN,Yeah.,V
615,LANDO,"Yeah, I m responsible these days. It s the  price you pay for being successful.",V
616,THREEPIO,Oh! Nice to see a familiar face.,V
617,SECOND THREEPIO,E chu ta!,V
618,THREEPIO,How rude!,V
619,THREEPIO,That sounds like an R2 unit in there. I wonder if...,V
620,THREEPIO,"Hello? How interesting. Oh, my.",V
621,MAN,Who are you?,V
622,THREEPIO,"Oh, I m terribly sorry. I...I didn t mean to intrude. No,  no, please don t get up. No!",V
623,YODA,Luke! You must complete the training.,V
624,LUKE,I can t keep the vision out of my head. They re my friends. I ve  got to help them.,V
625,YODA,You must not go!,V
626,LUKE,But Han and Leia will die if I don t.,V
627,BEN,You don t know that.,V
628,BEN,Even Yoda cannot see their fate.,V
629,LUKE,But I can help them! I feel the Force!,V
630,BEN,"But you cannot control it. This is a dangerous time for you, when  you will be tempted by the dark side of the Force.",V
631,YODA,"Yes, yes. To Obi-Wan you listen. The cave. Remember your failure  at the cave!",V
632,LUKE,"But I ve learned so much since then. Master Yoda, I promise to  return and finish what I ve begun. You have my word.",V
633,BEN,It is you and your abilities the Emperor wants. that is why your  friends are made to suffer.,V
634,LUKE,And that is why I have to go.,V
635,BEN,"Luke, I don t want to lose you to the Emperor the way I lost  Vader.",V
636,LUKE,You won t.,V
637,YODA,"Stopped they must be. On this depends. Only a fully trained Jedi  Knight with the Force as his ally will conquer Vader and his Emperor. If you end your training now, if you choose the quick and easy path, as Vader did, you will become an agent of evil.",V
638,BEN,Patience.,V
639,LUKE,And sacrifice Han and Leia?,V
640,YODA,If you honor what they fight for...yes!,V
641,BEN,"If you choose to face Vader, you will do it alone. I cannot  interfere.",V
642,LUKE,"I understand.  Artoo, fire up the  converters.",V
643,BEN,"Luke, don t give in to hate -- that leads to the dark side.",V
644,YODA,Strong is Vader. Mind what you have learned. Save you it can.,V
645,LUKE,I will. And I ll return. I promise.,V
646,YODA,"Told you, I did. Reckless is he. Now matters are worse.",V
647,BEN,That boy is our last hope.,V
648,YODA,No. There is another.,V
649,HAN,The ship is almost finished. Two or Three more things and we re  in great shape.,V
650,LEIA,The sooner the better. Something s wrong here. No one has seen  or knows anything about Threepio. He s been gone too long to have gotten lost.,V
651,HAN,Relax. I ll talk to Lando and see what I can find out.,V
652,LEIA,I don t trust Lando.,V
653,HAN,"Well, I don t trust him, either. But he is my friend. Besides,  we ll soon be gone.",V
654,LEIA,"And then you re as good as gone, aren t you?",V
655,LEIA,What happened?,V
656,HAN,Where? Found him in a junk pile?,V
657,LEIA,"Oh, what a mess. Chewie, do you think you can repair him?",V
658,HAN,Lando s got people who can fix him.,V
659,LEIA,"No, thanks.",V
660,LANDO,I m sorry. Am I interrupting anything?,V
661,LEIA,Not really.,V
662,LANDO,You look absolutely beautiful. You truly belong here with us  among the clouds.,V
663,LEIA,Thank you.,V
664,LANDO,Will you join me for a little refreshment?,V
665,LANDO,"Everyone s invited, of course.",V
666,LANDO,Having trouble with you droid?,V
667,HAN,No. No problem. Why?,V
668,LANDO,"So you see, since we re a small operation, we don t fall into  the...uh...jurisdiction of the Empire.",V
669,LEIA,So you re part of the mining guild then?,V
670,LANDO,"No, not actually. Our operation is small enough not to be  noticed...which is advantageous for everybody since our customers are anxious to avoid attracting attention to themselves.",V
671,HAN,Aren t you afraid the Empire s going to find out about this  little operation and shut you down?,V
672,LANDO,That s always been a danger looming like a shadow over  everything we ve built here. But things have developed that will insure security. I ve just made a deal that will keep the Empire out of here forever.,V
673,VADER,We would be honored if you would join us.,V
674,LANDO,I had no choice. They arrived right before you did. I m sorry.,V
675,HAN,"I m sorry, too.",V
676,LUKE,"No, Threepio s with them.",V
677,LUKE,Just hang on. We re almost there.,V
678,THREEPIO,"Mmmm. Oh, my. Uh, I, uh -- Take this off! I, uh, don t mean  to intrude here. I, don t, no, no, no...Please don t get up. No!",V
679,THREEPIO,"Stormtroopers? Here? We re in danger. I must tell the  others. Oh, no! I ve been shot!",V
680,LANDO,Lord Vader.,V
681,VADER,You may take Captain Solo to Jabba the Hut after I  have Skywalker.,V
682,BOBA FETT,He s no good to me dead.,V
683,VADER,He will not be permanently damaged.,V
684,LANDO,"Lord Vader, what about Leia and the Wookiee?",V
685,VADER,They must never again leave this city.,V
686,LANDO,"That was never a condition of our agreement, nor was giving Han  to this bounty hunter!",V
687,VADER,Perhaps you think you re being treated unfairly.,V
688,LANDO,No.,V
689,VADER,Good. It would be unfortunate if I had to leave a garrison  here.,V
690,LANDO,This deal s getting worse all the time.,V
691,THREEPIO,"Oh, yes, that s very good. I like that. Oh! Something s not  right because now I can t see. Wait. Wait! Oh, my! what have you done? I m backwards, you stupid furball. Only an overgrown mophead like you would be stupid enough...",V
692,HAN,I feel terrible.,V
693,LEIA,Why are they doing this?,V
694,HAN,They never even asked me any questions.,V
695,LEIA,Lando.,V
696,HAN,"Get out of here, Lando!",V
697,LANDO,Shut up and listen! Vader has agreed to turn Leia and Chewie  over to me.,V
698,HAN,Over to you?,V
699,LANDO,"They ll have to stay here, but at least they ll be safe.",V
700,LEIA,What about Han?,V
701,LANDO,Vader s giving him to the bounty hunter.,V
702,LEIA,Vader wants us all dead.,V
703,LANDO,He doesn t want you at all. He s after somebody called  Skywalker.,V
704,HAN,Luke?,V
705,LANDO,Lord Vader has set a trap for him.,V
706,LEIA,And we re the bait.,V
707,LANDO,"Well, he s on his way.",V
708,HAN,"Perfect. You fixed us all pretty good, didn t you?   My friend!",V
709,LANDO,"Stop! I ve done all I can do. I m sorry I couldn t do better,  but I have my own problems.",V
710,HAN,"Yeah, you re a real hero.",V
711,LEIA,You certainly have a way with people.,V
712,VADER,"This facility is crude, but it should be adequate to freeze  Skywalker for his journey to the Emperor.",V
713,IMPERIAL SOLDIER,"Lord Vader, ship approaching. X-wing class.",V
714,VADER,Good. Monitor Skywalker and allow him to land.,V
715,LANDO,"Lord Vader, we only use this facility for carbon freezing. If  you put him in there, it might kill him.",V
716,VADER,I do not want the Emperor s prize damaged. We will test it...on  Captain Solo.,V
717,THREEPIO,"If only you had attached my legs, I wouldn t be in this  ridiculous position. Now, remember, Chewbacca, you have a responsibility to me, so don t do anything foolish.",V
718,HAN,What s going on...buddy?,V
719,LANDO,You re being put into carbon freeze.,V
720,BOBA FETT,What if he doesn t survive? He s worth a lot to me.,V
721,VADER,The Empire will compensate you if he dies. Put him in!,V
722,THREEPIO,"Oh, no! No, no, no! Stop, Chewbacca, stop...!",V
723,HAN,"Stop, Chewie, stop! Do you hear me? Stop!",V
724,THREEPIO,"Yes, stop, please! I m not ready to die.",V
725,HAN,"Chewie! Chewie, this won t help me. Hey!",V
726,HAN,Save your strength. There ll be another time. The princess -- you  have to take care of her. You hear me?,V
727,LEIA,I love you!,V
728,HAN,I know.,V
729,THREEPIO,"What...what s going on? Turn around, Chewbacca, I can t see.  Oh...they ve encased him in carbonite. He should be quite well-protected -- if he survives the freezing process, that is.",V
730,VADER,"Well, Calrissian, did he survive?",V
731,LANDO,"Yes, he s alive. And in perfect hibernation.",V
732,VADER,He s all yours bounty hunter. Reset the chamber for Skywalker.,V
733,IMPERIAL OFFICER,"Skywalker has just landed, my lord.",V
734,VADER,"Good. See to it that he finds his way here. Calrissian, take  the princess and the Wookiee to my ship.",V
735,LANDO,You said they d be left in the city under my supervision.,V
736,VADER,I am altering the deal. Pray I don t alter it any further.,V
737,LEIA,"Luke! Luke, don t -- it s a trap! It s a trap!",V
738,VADER,"The Force is with you, young Skywalker. But you are not a Jedi  yet.",V
739,LANDO,Well done. Hold them in the security tower -- and keep it  quiet. Move.,V
740,LEIA,What do you think you re doing?,V
741,LANDO,We re getting out of here.,V
742,THREEPIO,I knew all along it had to be a mistake.,V
743,LEIA,Do you think that after what you did to Han we re going to trust  you?,V
744,LANDO,I had no choice...,V
745,THREEPIO,"What are you doing? Trust him, trust him!",V
746,LEIA,"Oh, so we understand, don t we, Chewie? He had no choice.",V
747,LANDO,I m just trying to help...,V
748,LEIA,We don t need any of your help.,V
749,LANDO,H-a-a-a...,V
750,LEIA,What?,V
751,THREEPIO,It sounds like Han.,V
752,LANDO,"There s still a chance to save Han...I mean, at the East  Platform...",V
753,LEIA,Chewie.,V
754,THREEPIO,"I m terribly sorry about all this. After all,  he s only a Wookiee.",V
755,BOBA FETT,Put Captain Solo in the cargo hold.,V
756,THREEPIO,Artoo! Artoo! Where have you been?,V
757,THREEPIO,"Turn around, you wooly...!  Hurry, hurry! We re  trying to save Han from the bounty hunter!",V
758,THREEPIO,"Well, at least your still in one piece! Look what happened  to me!",V
759,THREEPIO,"Oh, no! Chewie, they re behind you!",V
760,VADER,"You have learned much, young one.",V
761,LUKE,You ll find I m full of surprises.,V
762,VADER,"Your destiny lies with me, Skywalker. Obi-Wan knew this to be  true.",V
763,LUKE,No!,V
764,VADER,All to easy. Perhaps you are not as strong as the Emperor  thought.,V
765,VADER,Impressive...most impressive.,V
766,VADER,Obi-Wan has taught you well. You have controlled your fear...  now release your anger.,V
767,VADER,Only your hatred can destroy me.,V
768,LANDO,The security codes has been changed!,V
769,THREEPIO,"Artoo, you can tell the computer to override the security  system.",V
770,LANDO,Attention! This is Lando Calrissian. The Empire has takes  control of the city. I advise everyone to leave before more Imperial troops arrive.,V
771,LANDO,This way.,V
772,THREEPIO,Don t blame me. I m an interpreter. I m not supposed to know  a power socket from a computer terminal.,V
773,THREEPIO,"What are you talking about? We re not interested in the  hyperdrive on the Millennium Falcon. It s fixed! Just open the door, you stupid lump.",V
774,THREEPIO,I never doubted you for a second. Wonderful!,V
775,THREEPIO,"Ouch! Oh! Ah! That hurt, Bend down, you thoughtless...Ow!",V
776,LANDO,Leia! Go!,V
777,THREEPIO,"I thought that hairy beast would be the end of me. Of  course, I ve looked better.",V
778,VADER,You are beaten. It is useless to resist. Don t let yourself be  destroyed as Obi-Wan did.,V
779,VADER,"There is no escape. Don t make me destroy you. You do not yet  realize your importance. You have only begun to discover you power. Join me and I will complete your training. With our combined strength, we can end this destructive conflict and bring order to the galaxy.",V
780,LUKE,I ll never join you!,V
781,VADER,If you only knew the power of the dark side. Obi-Wan never told  you what happened to your father.,V
782,LUKE,He told me enough! He told me you killed him.,V
783,VADER,No. I am your father.,V
784,LUKE,No. No. That s not true! That s impossible!,V
785,VADER,Search your feelings. You know it to be true.,V
786,LUKE,No! No! No!,V
787,VADER,"Luke. You can destroy the Emperor. He has foreseen this. It is  your destiny. Join me, and we can rule the galaxy as father and son. Come with me. It s the only way.",V
788,LUKE,"Ben...Ben, please!",V
789,LUKE,Ben. Leia!,V
790,LUKE,Hear me! Leia!,V
791,LEIA,Luke...We ve got to go back.,V
792,LANDO,What?,V
793,LEIA,I know where Luke is.,V
794,LANDO,But what about those fighter?,V
795,LEIA,"Chewie, just do it.",V
796,LANDO,But what about Vader?,V
797,LANDO,"All right, all right, all right.",V
798,VADER,Bring my shuttle.,V
799,LANDO,"Look, someone s up there.",V
800,LEIA,"It s Luke. Chewie, slow down. Slow down and we ll get under him.  Lando, open the top hatch.",V
801,LEIA,"Okay. Easy, Chewie.",V
802,LEIA,Lando?,V
803,LANDO,"Okay, let s go.",V
804,LUKE,"Oh, Leia.",V
805,LANDO,"All right, Chewie. Let s go.",V
806,LEIA,I ll be back.,V
807,LEIA,Star Destroyer.,V
808,LANDO,"All right, Chewie. Ready for light-speed.",V
809,LEIA,If your people fixed the hyperdrive.,V
810,LEIA,All the coordinates are set. It s now or never.,V
811,LANDO,Punch it!,V
812,LANDO,They told me they fixed it. I trusted them to fix it. It s not  my fault!,V
813,PIETT,"They ll be in range of our tractor beam in moments, lord.",V
814,VADER,Did your men deactivate the hyperdrive on the Millennium  Falcon?,V
815,PIETT,"Yes, my lord.",V
816,VADER,Good. Prepare the boarding party and set for your weapons for  stun.,V
817,PIETT,"Yes, my lord.",V
818,THREEPIO,Noisy brute. Why don t we just go into light-speed?,V
819,THREEPIO,We can t? How would you know the hyperdrive is deactivated?,V
820,THREEPIO,"The city s central computer told you? Artoo-Detoo, you know  better than to trust a strange computer. Ouch! Pay attention to what you re doing!",V
821,VADER,Luke.,V
822,LUKE,Father.,V
823,VADER,"Son, come with me.",V
824,LUKE,"Ben, why didn t you tell me?",V
825,LANDO,Chewie!,V
826,LUKE,It s Vader.,V
827,VADER,Luke...it is your destiny.,V
828,LUKE,"Ben, why didn t you tell me?",V
829,PIETT,Alert all commands. Ready for the tractor beam.,V
830,THREEPIO,"Artoo, come back at once! You haven t finished with me yet!  You don t know how to fix the hyperdrive. Chewbacca can do it. I m standing here in pieces, and you re having delusions of grandeur!",V
831,THREEPIO,"Oh, you did it!",V
832,LANDO,"Luke, we re ready for takeoff.",V
833,LUKE,"Good luck, Lando",V
834,LANDO,"When we find Jabba the Hut and that bounty  hunter, we ll contact you.",V
835,LUKE,I ll meet you at the rendezvous point on  Tatooine.,V
836,LANDO,"Princess, we ll find Han. I promise.",V
837,LUKE,"Chewie, I ll be waiting for your signal.",V
838,LUKE,"Take care, you two. May the Force be with you.",V
839,LUKE,Ow!,V
